,locality_name,postal_code,center_latitude,center_longitude,locality
3302,Gumery,10400,48.44,3.422,Gumery (10400)
3303,Gyé-sur-Seine,10250,48.012,4.44,Gyé-sur-Seine (10250)
3304,Hampigny,10500,48.46,4.601,Hampigny (10500)
3305,Herbisse,10700,48.615,4.122,Herbisse (10700)
3306,Isle-Aumont,10800,48.206,4.122,Isle-Aumont (10800)
3307,Isle-Aubigny,10240,48.544,4.282,Isle-Aubigny (10240)
3308,Jasseines,10330,48.509,4.394,Jasseines (10330)
3309,Jaucourt,10200,48.254,4.641,Jaucourt (10200)
3310,Javernant,10320,48.159,3.998,Javernant (10320)
3311,Jessains,10140,48.285,4.57,Jessains (10140)
3312,Jeugny,10320,48.116,4.055,Jeugny (10320)
3313,Joncreuil,10330,48.527,4.624,Joncreuil (10330)
3314,Jully-sur-Sarce,10260,48.109,4.279,Jully-sur-Sarce (10260)
3315,Juvancourt,10310,48.116,4.813,Juvancourt (10310)
3316,Juvanzé,10140,48.324,4.589,Juvanzé (10140)
3317,Juzanvigny,10500,48.416,4.61,Juzanvigny (10500)
3318,Lagesse,10210,48.016,4.133,Lagesse (10210)
3319,Laines-aux-Bois,10120,48.229,3.979,Laines-aux-Bois (10120)
3320,Landreville,10110,48.071,4.466,Landreville (10110)
3321,Lantages,10210,48.077,4.207,Lantages (10210)
3322,Lassicourt,10500,48.436,4.5,Lassicourt (10500)
3323,Laubressel,10270,48.3,4.226,Laubressel (10270)
3324,Lavau,10150,48.334,4.093,Lavau (10150)
3325,Lentilles,10330,48.488,4.629,Lentilles (10330)
3326,Lesmont,10500,48.43,4.424,Lesmont (10500)
3327,Lévigny,10200,48.298,4.707,Lévigny (10200)
3328,Lhuître,10700,48.581,4.274,Lhuître (10700)
3329,Lignières,10130,47.957,3.964,Lignières (10130)
3330,Lignol-le-Château,10200,48.213,4.812,Lignol-le-Château (10200)
3331,Lirey,10320,48.16,4.039,Lirey (10320)
3332,Loches-sur-Ource,10110,48.07,4.504,Loches-sur-Ource (10110)
3333,La Loge-aux-Chèvres,10140,48.269,4.408,La Loge-aux-Chèvres (10140)
3334,La Loge-Pomblin,10210,48.068,4.044,La Loge-Pomblin (10210)
3335,Les Loges-Margueron,10210,48.099,4.111,Les Loges-Margueron (10210)
3336,Longchamp-sur-Aujon,10310,48.152,4.818,Longchamp-sur-Aujon (10310)
3337,Longeville-sur-Mogne,10320,48.147,4.064,Longeville-sur-Mogne (10320)
3338,Longpré-le-Sec,10140,48.188,4.528,Longpré-le-Sec (10140)
3339,Longsols,10240,48.426,4.285,Longsols (10240)
3340,Longueville-sur-Aube,10170,48.551,3.913,Longueville-sur-Aube (10170)
3341,La Louptière-Thénard,10400,48.385,3.438,La Louptière-Thénard (10400)
3342,Lusigny-sur-Barse,10270,48.263,4.276,Lusigny-sur-Barse (10270)
3343,Luyères,10150,48.38,4.194,Luyères (10150)
3344,Macey,10300,48.306,3.914,Macey (10300)
3345,Machy,10320,48.146,4.036,Machy (10320)
3346,Magnant,10110,48.168,4.421,Magnant (10110)
3347,Magnicourt,10240,48.459,4.382,Magnicourt (10240)
3348,Magny-Fouchard,10140,48.235,4.545,Magny-Fouchard (10140)
3349,Mailly-le-Camp,10230,48.674,4.186,Mailly-le-Camp (10230)
3350,Maison-des-Champs,10140,48.244,4.571,Maison-des-Champs (10140)
3351,Maisons-lès-Chaource,10210,48.009,4.163,Maisons-lès-Chaource (10210)
3352,Maisons-lès-Soulaines,10200,48.295,4.783,Maisons-lès-Soulaines (10200)
3353,Maizières-la-Grande-Paroisse,10510,48.504,3.789,Maizières-la-Grande-Paroisse (10510)
3354,Maizières-lès-Brienne,10500,48.43,4.601,Maizières-lès-Brienne (10500)
3355,Maraye-en-Othe,10160,48.152,3.865,Maraye-en-Othe (10160)
3356,Marcilly-le-Hayer,10290,48.331,3.644,Marcilly-le-Hayer (10290)
3357,Marigny-le-Châtel,10350,48.402,3.721,Marigny-le-Châtel (10350)
3358,Marnay-sur-Seine,10400,48.515,3.554,Marnay-sur-Seine (10400)
3359,Marolles-lès-Bailly,10110,48.184,4.346,Marolles-lès-Bailly (10110)
3360,Marolles-sous-Lignières,10130,47.961,3.92,Marolles-sous-Lignières (10130)
3361,Mathaux,10500,48.356,4.461,Mathaux (10500)
3362,Maupas,10320,48.138,4.079,Maupas (10320)
3363,Mergey,10600,48.396,4.033,Mergey (10600)
3364,Le Mériot,10400,48.511,3.442,Le Mériot (10400)
3365,Merrey-sur-Arce,10110,48.096,4.405,Merrey-sur-Arce (10110)
3366,Méry-sur-Seine,10170,48.509,3.899,Méry-sur-Seine (10170)
3367,Mesgrigny,10170,48.48,3.864,Mesgrigny (10170)
3368,Mesnil-la-Comtesse,10700,48.498,4.198,Mesnil-la-Comtesse (10700)
3369,Mesnil-Lettre,10240,48.461,4.259,Mesnil-Lettre (10240)
3370,Mesnil-Saint-Loup,10190,48.308,3.772,Mesnil-Saint-Loup (10190)
3371,Mesnil-Saint-Père,10140,48.251,4.346,Mesnil-Saint-Père (10140)
3372,Mesnil-Sellières,10220,48.336,4.207,Mesnil-Sellières (10220)
3373,Messon,10190,48.264,3.915,Messon (10190)
3374,Metz-Robert,10210,48.07,4.1,Metz-Robert (10210)
3375,Meurville,10200,48.204,4.605,Meurville (10200)
3376,Molins-sur-Aube,10500,48.433,4.388,Molins-sur-Aube (10500)
3377,Montaulin,10270,48.248,4.197,Montaulin (10270)
3378,Montceaux-lès-Vaudes,10260,48.149,4.158,Montceaux-lès-Vaudes (10260)
3379,Montfey,10130,48.066,3.872,Montfey (10130)
3380,Montgueux,10300,48.298,3.955,Montgueux (10300)
3381,Montiéramey,10270,48.235,4.314,Montiéramey (10270)
3382,Montier-en-l'Isle,10200,48.27,4.683,Montier-en-l'Isle (10200)
3383,Montigny-les-Monts,10130,48.092,3.965,Montigny-les-Monts (10130)
3384,Montmartin-le-Haut,10140,48.21,4.55,Montmartin-le-Haut (10140)
3385,Montmorency-Beaufort,10330,48.486,4.556,Montmorency-Beaufort (10330)
3386,Montpothier,10400,48.576,3.516,Montpothier (10400)
3387,Montreuil-sur-Barse,10270,48.217,4.287,Montreuil-sur-Barse (10270)
3388,Montsuzain,10150,48.446,4.141,Montsuzain (10150)
3389,Morembert,10240,48.503,4.331,Morembert (10240)
3390,Morvilliers,10500,48.379,4.636,Morvilliers (10500)
3391,La Motte-Tilly,10400,48.476,3.44,La Motte-Tilly (10400)
3392,Moussey,10800,48.219,4.093,Moussey (10800)
3393,Mussy-sur-Seine,10250,47.984,4.507,Mussy-sur-Seine (10250)
3394,Neuville-sur-Seine,10250,48.035,4.408,Neuville-sur-Seine (10250)
3395,Neuville-sur-Vanne,10190,48.253,3.775,Neuville-sur-Vanne (10190)
3396,Noé-les-Mallets,10360,48.098,4.562,Noé-les-Mallets (10360)
3397,Les Noës-près-Troyes,10420,48.303,4.042,Les Noës-près-Troyes (10420)
3398,Nogent-en-Othe,10160,48.131,3.797,Nogent-en-Othe (10160)
3399,Nogent-sur-Aube,10240,48.485,4.299,Nogent-sur-Aube (10240)
3400,Nogent-sur-Seine,10400,48.496,3.5,Nogent-sur-Seine (10400)
3401,Nozay,10700,48.5,4.083,Nozay (10700)
3402,Onjon,10220,48.399,4.276,Onjon (10220)
3403,Origny-le-Sec,10510,48.463,3.779,Origny-le-Sec (10510)
3404,Ormes,10700,48.556,4.113,Ormes (10700)
3405,Ortillon,10700,48.492,4.23,Ortillon (10700)
3406,Orvilliers-Saint-Julien,10170,48.439,3.822,Orvilliers-Saint-Julien (10170)
3407,Ossey-les-Trois-Maisons,10100,48.439,3.744,Ossey-les-Trois-Maisons (10100)
3408,Paisy-Cosdon,10160,48.215,3.699,Paisy-Cosdon (10160)
3409,Pargues,10210,48.018,4.205,Pargues (10210)
3410,Pars-lès-Chavanges,10330,48.517,4.503,Pars-lès-Chavanges (10330)
3411,Pars-lès-Romilly,10100,48.481,3.728,Pars-lès-Romilly (10100)
3412,Le Pavillon-Sainte-Julie,10350,48.366,3.902,Le Pavillon-Sainte-Julie (10350)
3413,Payns,10600,48.375,3.958,Payns (10600)
3414,Pel-et-Der,10500,48.395,4.41,Pel-et-Der (10500)
3415,Périgny-la-Rose,10400,48.554,3.624,Périgny-la-Rose (10400)
3416,Perthes-lès-Brienne,10500,48.434,4.542,Perthes-lès-Brienne (10500)
3417,Petit-Mesnil,10500,48.34,4.623,Petit-Mesnil (10500)
3418,Piney,10220,48.332,4.359,Piney (10220)
3419,Plaines-Saint-Lange,10250,47.997,4.474,Plaines-Saint-Lange (10250)
3420,Plancy-l'Abbaye,10380,48.585,3.985,Plancy-l'Abbaye (10380)
3421,Planty,10160,48.268,3.65,Planty (10160)
3422,Plessis-Barbuise,10400,48.573,3.586,Plessis-Barbuise (10400)
3423,Poivres,10700,48.683,4.277,Poivres (10700)
3424,Poligny,10110,48.175,4.346,Poligny (10110)
3425,Polisot,10110,48.073,4.355,Polisot (10110)
3426,Polisy,10110,48.058,4.362,Polisy (10110)
3427,Pont-Sainte-Marie,10150,48.319,4.1,Pont-Sainte-Marie (10150)
3428,Pont-sur-Seine,10400,48.509,3.597,Pont-sur-Seine (10400)
3429,Pouan-les-Vallées,10700,48.534,4.062,Pouan-les-Vallées (10700)
3430,Pougy,10240,48.437,4.349,Pougy (10240)
3431,Pouy-sur-Vannes,10290,48.298,3.6,Pouy-sur-Vannes (10290)
3432,Praslin,10210,48.046,4.207,Praslin (10210)
3433,Précy-Notre-Dame,10500,48.402,4.436,Précy-Notre-Dame (10500)
3434,Précy-Saint-Martin,10500,48.417,4.456,Précy-Saint-Martin (10500)
3435,Prémierfait,10170,48.503,4.023,Prémierfait (10170)
3436,Proverville,10200,48.233,4.672,Proverville (10200)
3437,Prugny,10190,48.247,3.942,Prugny (10190)
3438,Prunay-Belleville,10350,48.366,3.783,Prunay-Belleville (10350)
3439,Prusy,10210,47.974,4.051,Prusy (10210)
3440,Puits-et-Nuisement,10140,48.215,4.511,Puits-et-Nuisement (10140)
3441,Racines,10130,48.048,3.846,Racines (10130)
3442,Radonvilliers,10500,48.334,4.474,Radonvilliers (10500)
3443,Ramerupt,10240,48.522,4.304,Ramerupt (10240)
3444,Rances,10500,48.462,4.554,Rances (10500)
3445,Rhèges,10170,48.532,3.995,Rhèges (10170)
3446,Les Riceys,10340,47.988,4.37,Les Riceys (10340)
3447,Rigny-la-Nonneuse,10290,48.414,3.649,Rigny-la-Nonneuse (10290)
3448,Rigny-le-Ferron,10160,48.202,3.627,Rigny-le-Ferron (10160)
3449,Rilly-Sainte-Syre,10280,48.45,3.968,Rilly-Sainte-Syre (10280)
3450,La Rivière-de-Corps,10440,48.28,4.014,La Rivière-de-Corps (10440)
3451,Romilly-sur-Seine,10100,48.519,3.722,Romilly-sur-Seine (10100)
3452,Roncenay,10320,48.197,4.045,Roncenay (10320)
3453,Rosières-près-Troyes,10430,48.263,4.064,Rosières-près-Troyes (10430)
3454,Rosnay-l'Hôpital,10500,48.458,4.506,Rosnay-l'Hôpital (10500)
3455,La Rothière,10500,48.338,4.586,La Rothière (10500)
3456,Rouilly-Sacey,10220,48.347,4.274,Rouilly-Sacey (10220)
3457,Rouilly-Saint-Loup,10800,48.265,4.15,Rouilly-Saint-Loup (10800)
3458,Rouvres-les-Vignes,10200,48.238,4.827,Rouvres-les-Vignes (10200)
3459,Rumilly-lès-Vaudes,10260,48.125,4.195,Rumilly-lès-Vaudes (10260)
3460,Ruvigny,10410,48.272,4.189,Ruvigny (10410)
3461,Saint-André-les-Vergers,10120,48.278,4.048,Saint-André-les-Vergers (10120)
3462,Saint-Aubin,10400,48.483,3.553,Saint-Aubin (10400)
3463,Saint-Benoist-sur-Vanne,10160,48.235,3.668,Saint-Benoist-sur-Vanne (10160)
3464,Saint-Benoît-sur-Seine,10180,48.38,4.052,Saint-Benoît-sur-Seine (10180)
3465,Saint-Christophe-Dodinicourt,10500,48.433,4.474,Saint-Christophe-Dodinicourt (10500)
3466,Saint-Étienne-sous-Barbuise,10700,48.493,4.115,Saint-Étienne-sous-Barbuise (10700)
3467,Saint-Flavy,10350,48.406,3.776,Saint-Flavy (10350)
3468,Saint-Germain,10120,48.254,4.011,Saint-Germain (10120)
3469,Saint-Hilaire-sous-Romilly,10100,48.498,3.657,Saint-Hilaire-sous-Romilly (10100)
3470,Saint-Jean-de-Bonneval,10320,48.172,4.05,Saint-Jean-de-Bonneval (10320)
3471,Saint-Julien-les-Villas,10800,48.274,4.103,Saint-Julien-les-Villas (10800)
3472,Saint-Léger-près-Troyes,10800,48.24,4.073,Saint-Léger-près-Troyes (10800)
3473,Saint-Léger-sous-Brienne,10500,48.411,4.506,Saint-Léger-sous-Brienne (10500)
3474,Saint-Léger-sous-Margerie,10330,48.531,4.487,Saint-Léger-sous-Margerie (10330)
3475,Saint-Loup-de-Buffigny,10100,48.445,3.63,Saint-Loup-de-Buffigny (10100)
3476,Saint-Lupien,10350,48.364,3.7,Saint-Lupien (10350)
3477,Saint-Lyé,10180,48.344,3.981,Saint-Lyé (10180)
3478,Saint-Mards-en-Othe,10160,48.163,3.789,Saint-Mards-en-Othe (10160)
3479,Saint-Martin-de-Bossenay,10100,48.444,3.69,Saint-Martin-de-Bossenay (10100)
3480,Sainte-Maure,10150,48.357,4.072,Sainte-Maure (10150)
3481,Saint-Mesmin,10280,48.437,3.899,Saint-Mesmin (10280)
3482,Saint-Nabord-sur-Aube,10700,48.513,4.202,Saint-Nabord-sur-Aube (10700)
3483,Saint-Nicolas-la-Chapelle,10400,48.523,3.479,Saint-Nicolas-la-Chapelle (10400)
3484,Saint-Oulph,10170,48.527,3.874,Saint-Oulph (10170)
3485,Saint-Parres-aux-Tertres,10410,48.291,4.133,Saint-Parres-aux-Tertres (10410)
3486,Saint-Parres-lès-Vaudes,10260,48.174,4.216,Saint-Parres-lès-Vaudes (10260)
3487,Saint-Phal,10130,48.114,4.002,Saint-Phal (10130)
3488,Saint-Pouange,10120,48.224,4.041,Saint-Pouange (10120)
3489,Saint-Remy-sous-Barbuise,10700,48.478,4.13,Saint-Remy-sous-Barbuise (10700)
3490,Sainte-Savine,10300,48.296,4.023,Sainte-Savine (10300)
3491,Saint-Thibault,10800,48.201,4.147,Saint-Thibault (10800)
3492,Saint-Usage,10360,48.099,4.634,Saint-Usage (10360)
3493,Salon,10700,48.643,4.018,Salon (10700)
3494,Saulcy,10200,48.278,4.835,Saulcy (10200)
3495,La Saulsotte,10400,48.55,3.506,La Saulsotte (10400)
3496,Savières,10600,48.406,3.935,Savières (10600)
3497,Semoine,10700,48.674,4.094,Semoine (10700)
3498,Soligny-les-Étangs,10400,48.402,3.516,Soligny-les-Étangs (10400)
3499,Sommeval,10320,48.159,3.955,Sommeval (10320)
3500,Soulaines-Dhuys,10200,48.378,4.718,Soulaines-Dhuys (10200)
3501,Souligny,10320,48.208,3.994,Souligny (10320)
3502,Spoy,10200,48.228,4.614,Spoy (10200)
3503,Thennelières,10410,48.289,4.185,Thennelières (10410)
3504,Thieffrain,10140,48.2,4.438,Thieffrain (10140)
3505,Thil,10200,48.341,4.789,Thil (10200)
3506,Thors,10200,48.308,4.805,Thors (10200)
3507,Torcy-le-Grand,10700,48.523,4.168,Torcy-le-Grand (10700)
3508,Torcy-le-Petit,10700,48.522,4.187,Torcy-le-Petit (10700)
3509,Torvilliers,10440,48.276,3.972,Torvilliers (10440)
3510,Traînel,10400,48.414,3.457,Traînel (10400)
3511,Trancault,10290,48.371,3.533,Trancault (10290)
3512,Trannes,10140,48.307,4.599,Trannes (10140)
3513,Trouans,10700,48.639,4.25,Trouans (10700)
3514,Troyes,10000,48.297,4.078,Troyes (10000)
3515,Turgy,10210,48.03,4.053,Turgy (10210)
3516,Unienville,10140,48.317,4.548,Unienville (10140)
3517,Urville,10200,48.167,4.669,Urville (10200)
3518,Vailly,10150,48.372,4.126,Vailly (10150)
3519,Vallant-Saint-Georges,10170,48.461,3.886,Vallant-Saint-Georges (10170)
3520,Vallentigny,10500,48.442,4.615,Vallentigny (10500)
3521,Vallières,10210,47.999,4.062,Vallières (10210)
3522,Vanlay,10210,48.019,4.019,Vanlay (10210)
3523,Vauchassis,10190,48.209,3.926,Vauchassis (10190)
3524,Vauchonvilliers,10140,48.266,4.533,Vauchonvilliers (10140)
3525,Vaucogne,10240,48.533,4.345,Vaucogne (10240)
3526,Vaudes,10260,48.176,4.182,Vaudes (10260)
3527,Vaupoisson,10700,48.501,4.216,Vaupoisson (10700)
3528,Vendeuvre-sur-Barse,10140,48.246,4.461,Vendeuvre-sur-Barse (10140)
3529,La Vendue-Mignot,10800,48.146,4.103,La Vendue-Mignot (10800)
3530,Vernonvilliers,10200,48.315,4.679,Vernonvilliers (10200)
3531,Verpillières-sur-Ource,10360,48.041,4.586,Verpillières-sur-Ource (10360)
3532,Verricourt,10240,48.453,4.334,Verricourt (10240)
3533,Verrières,10390,48.235,4.154,Verrières (10390)
3534,Viâpres-le-Petit,10380,48.582,4.054,Viâpres-le-Petit (10380)
3535,Villacerf,10600,48.408,4.002,Villacerf (10600)
3536,Villadin,10290,48.317,3.69,Villadin (10290)
3537,La Ville-aux-Bois,10500,48.404,4.687,La Ville-aux-Bois (10500)
3538,Villechétif,10410,48.318,4.149,Villechétif (10410)
3539,Villeloup,10350,48.355,3.869,Villeloup (10350)
3540,Villemereuil,10800,48.202,4.083,Villemereuil (10800)
3541,Villemoiron-en-Othe,10160,48.2,3.792,Villemoiron-en-Othe (10160)
3542,Villemorien,10110,48.08,4.295,Villemorien (10110)
3543,Villemoyenne,10260,48.188,4.247,Villemoyenne (10260)
3544,Villenauxe-la-Grande,10370,48.595,3.548,Villenauxe-la-Grande (10370)
3545,La Villeneuve-au-Châtelot,10400,48.55,3.607,La Villeneuve-au-Châtelot (10400)
3546,Villeneuve-au-Chemin,10130,48.089,3.84,Villeneuve-au-Chemin (10130)
3547,La Villeneuve-au-Chêne,10140,48.249,4.391,La Villeneuve-au-Chêne (10140)
3548,Villeret,10330,48.482,4.586,Villeret (10330)
3549,Villery,10320,48.174,4.017,Villery (10320)
3550,Ville-sous-la-Ferté,10310,48.136,4.772,Ville-sous-la-Ferté (10310)
3551,Ville-sur-Arce,10110,48.109,4.445,Ville-sur-Arce (10110)
3552,Ville-sur-Terre,10200,48.336,4.735,Ville-sur-Terre (10200)
3553,Villette-sur-Aube,10700,48.529,4.109,Villette-sur-Aube (10700)
3554,Villiers-Herbisse,10700,48.643,4.123,Villiers-Herbisse (10700)
3555,Villiers-le-Bois,10210,47.955,4.19,Villiers-le-Bois (10210)
3556,Villiers-sous-Praslin,10210,48.061,4.252,Villiers-sous-Praslin (10210)
3557,Villy-en-Trodes,10140,48.197,4.389,Villy-en-Trodes (10140)
3558,Villy-le-Bois,10800,48.168,4.09,Villy-le-Bois (10800)
3559,Villy-le-Maréchal,10800,48.189,4.074,Villy-le-Maréchal (10800)
3560,Vinets,10700,48.545,4.225,Vinets (10700)
3561,Virey-sous-Bar,10260,48.134,4.306,Virey-sous-Bar (10260)
3562,Vitry-le-Croisé,10110,48.144,4.579,Vitry-le-Croisé (10110)
3563,Viviers-sur-Artaut,10110,48.098,4.498,Viviers-sur-Artaut (10110)
3564,Voigny,10200,48.236,4.765,Voigny (10200)
3565,Vosnon,10130,48.109,3.835,Vosnon (10130)
3566,Voué,10150,48.46,4.124,Voué (10150)
3567,Vougrey,10210,48.088,4.236,Vougrey (10210)
3568,Vulaines,10160,48.24,3.626,Vulaines (10160)
3569,Yèvres-le-Petit,10500,48.479,4.492,Yèvres-le-Petit (10500)
3570,Aigues-Vives,11800,43.235,2.533,Aigues-Vives (11800)
3571,Airoux,11320,43.368,1.875,Airoux (11320)
3572,Ajac,11300,43.045,2.137,Ajac (11300)
3573,Alaigne,11240,43.098,2.092,Alaigne (11240)
3574,Alairac,11290,43.182,2.237,Alairac (11290)
3575,Albas,11360,43.006,2.727,Albas (11360)
3576,Albières,11330,42.947,2.446,Albières (11330)
3577,Alet-les-Bains,11580,42.994,2.258,Alet-les-Bains (11580)
3578,Alzonne,11170,43.265,2.175,Alzonne (11170)
3579,Antugnac,11190,42.962,2.219,Antugnac (11190)
3580,Aragon,11600,43.299,2.307,Aragon (11600)
3581,Argeliers,11120,43.311,2.911,Argeliers (11120)
3582,Argens-Minervois,11200,43.246,2.771,Argens-Minervois (11200)
3583,Armissan,11110,43.188,3.089,Armissan (11110)
3584,Arques,11190,42.947,2.387,Arques (11190)
3585,Arquettes-en-Val,11220,43.105,2.497,Arquettes-en-Val (11220)
3586,Artigues,11140,42.791,2.207,Artigues (11140)
3587,Arzens,11290,43.201,2.205,Arzens (11290)
3588,Aunat,11140,42.789,2.1,Aunat (11140)
3589,Auriac,11330,42.926,2.494,Auriac (11330)
3590,Axat,11140,42.798,2.241,Axat (11140)
3591,Azille,11700,43.274,2.658,Azille (11700)
3592,Badens,11800,43.221,2.505,Badens (11800)
3593,Bages,11100,43.118,2.977,Bages (11100)
3594,Bagnoles,11600,43.268,2.449,Bagnoles (11600)
3595,Baraigne,11410,43.331,1.823,Baraigne (11410)
3596,Barbaira,11800,43.175,2.515,Barbaira (11800)
3597,Belcaire,11340,42.832,1.946,Belcaire (11340)
3598,Belcastel-et-Buc,11580,43.028,2.349,Belcastel-et-Buc (11580)
3599,Belflou,11410,43.319,1.798,Belflou (11410)
3600,Belfort-sur-Rebenty,11140,42.83,2.05,Belfort-sur-Rebenty (11140)
3601,Bellegarde-du-Razès,11240,43.108,2.051,Bellegarde-du-Razès (11240)
3602,Belpech,11420,43.203,1.763,Belpech (11420)
3603,Belvèze-du-Razès,11240,43.124,2.092,Belvèze-du-Razès (11240)
3604,Belvianes-et-Cavirac,11500,42.847,2.212,Belvianes-et-Cavirac (11500)
3605,Belvis,11340,42.856,2.075,Belvis (11340)
3606,Berriac,11000,43.214,2.408,Berriac (11000)
3607,Bessède-de-Sault,11140,42.785,2.138,Bessède-de-Sault (11140)
3608,La Bezole,11300,43.029,2.096,La Bezole (11300)
3609,Bizanet,11200,43.148,2.87,Bizanet (11200)
3610,Bize-Minervois,11120,43.329,2.872,Bize-Minervois (11120)
3611,Blomac,11700,43.213,2.589,Blomac (11700)
3612,Bouilhonnac,11800,43.232,2.444,Bouilhonnac (11800)
3613,Bouisse,11330,42.984,2.434,Bouisse (11330)
3614,Bouriège,11300,42.996,2.162,Bouriège (11300)
3615,Bourigeole,11300,42.986,2.124,Bourigeole (11300)
3616,Le Bousquet,11140,42.717,2.176,Le Bousquet (11140)
3617,Boutenac,11200,43.146,2.798,Boutenac (11200)
3618,Bram,11150,43.251,2.11,Bram (11150)
3619,Brézilhac,11270,43.168,2.075,Brézilhac (11270)
3620,Brousses-et-Villaret,11390,43.343,2.243,Brousses-et-Villaret (11390)
3621,Brugairolles,11300,43.136,2.16,Brugairolles (11300)
3622,Les Brunels,11400,43.41,2.048,Les Brunels (11400)
3623,Bugarach,11190,42.878,2.351,Bugarach (11190)
3624,Cabrespine,11160,43.376,2.472,Cabrespine (11160)
3625,Cahuzac,11420,43.191,1.855,Cahuzac (11420)
3626,Cailhau,11240,43.145,2.13,Cailhau (11240)
3627,Cailhavel,11240,43.165,2.124,Cailhavel (11240)
3628,Cailla,11140,42.811,2.197,Cailla (11140)
3629,Cambieure,11240,43.127,2.128,Cambieure (11240)
3630,Campagna-de-Sault,11140,42.758,2.044,Campagna-de-Sault (11140)
3631,Campagne-sur-Aude,11260,42.916,2.202,Campagne-sur-Aude (11260)
3632,Camplong-d'Aude,11200,43.134,2.654,Camplong-d'Aude (11200)
3633,Camps-sur-l'Agly,11190,42.864,2.419,Camps-sur-l'Agly (11190)
3634,Camurac,11340,42.799,1.924,Camurac (11340)
3635,Canet,11200,43.226,2.831,Canet (11200)
3636,Capendu,11700,43.184,2.554,Capendu (11700)
3637,Carcassonne,11000,43.209,2.344,Carcassonne (11000)
3638,Carlipa,11170,43.306,2.122,Carlipa (11170)
3639,Cascastel-des-Corbières,11360,42.981,2.748,Cascastel-des-Corbières (11360)
3640,La Cassaigne,11270,43.196,1.989,La Cassaigne (11270)
3641,Cassaignes,11190,42.948,2.297,Cassaignes (11190)
3642,Les Cassés,11320,43.427,1.864,Les Cassés (11320)
3643,Castans,11160,43.414,2.488,Castans (11160)
3644,Castelnaudary,11400,43.323,1.961,Castelnaudary (11400)
3645,Castelnau-d'Aude,11700,43.234,2.678,Castelnau-d'Aude (11700)
3646,Castelreng,11300,43.021,2.127,Castelreng (11300)
3647,Caudebronde,11390,43.387,2.303,Caudebronde (11390)
3648,Val de Lambronne,11230,43.075,1.975,Val de Lambronne (11230)
3649,Caunes-Minervois,11160,43.333,2.516,Caunes-Minervois (11160)
3650,Caunette-sur-Lauquet,11250,43.028,2.427,Caunette-sur-Lauquet (11250)
3651,Caunettes-en-Val,11220,43.064,2.563,Caunettes-en-Val (11220)
3652,Caux-et-Sauzens,11170,43.226,2.254,Caux-et-Sauzens (11170)
3653,Cavanac,11570,43.169,2.335,Cavanac (11570)
3654,Caves,11510,42.937,2.96,Caves (11510)
3655,Cazalrenoux,11270,43.189,1.947,Cazalrenoux (11270)
3656,Cazilhac,11570,43.178,2.359,Cazilhac (11570)
3657,Cenne-Monestiés,11170,43.324,2.13,Cenne-Monestiés (11170)
3658,Cépie,11300,43.108,2.238,Cépie (11300)
3659,Chalabre,11230,42.982,2.01,Chalabre (11230)
3660,Citou,11160,43.376,2.533,Citou (11160)
3661,Le Clat,11140,42.787,2.174,Le Clat (11140)
3662,Clermont-sur-Lauquet,11250,43.046,2.429,Clermont-sur-Lauquet (11250)
3663,Comigne,11700,43.166,2.586,Comigne (11700)
3664,Comus,11340,42.828,1.889,Comus (11340)
3665,Conilhac-Corbières,11200,43.185,2.716,Conilhac-Corbières (11200)
3666,Conques-sur-Orbiel,11600,43.284,2.384,Conques-sur-Orbiel (11600)
3667,Corbières,11230,43.045,2.0,Corbières (11230)
3668,Coudons,11500,42.864,2.12,Coudons (11500)
3669,Couffoulens,11250,43.155,2.305,Couffoulens (11250)
3670,Couiza,11190,42.935,2.27,Couiza (11190)
3671,Counozouls,11140,42.702,2.23,Counozouls (11140)
3672,Cournanel,11300,43.03,2.235,Cournanel (11300)
3673,Coursan,11110,43.247,3.059,Coursan (11110)
3674,Courtauly,11230,43.041,2.045,Courtauly (11230)
3675,La Courtète,11240,43.142,2.032,La Courtète (11240)
3676,Coustaussa,11190,42.937,2.286,Coustaussa (11190)
3677,Coustouge,11220,43.057,2.744,Coustouge (11220)
3678,Cruscades,11200,43.2,2.817,Cruscades (11200)
3679,Cubières-sur-Cinoble,11190,42.863,2.466,Cubières-sur-Cinoble (11190)
3680,Cucugnan,11350,42.851,2.609,Cucugnan (11350)
3681,Cumiès,11410,43.3,1.832,Cumiès (11410)
3682,Cuxac-Cabardès,11390,43.392,2.278,Cuxac-Cabardès (11390)
3683,Cuxac-d'Aude,11590,43.258,3.006,Cuxac-d'Aude (11590)
3684,Davejean,11330,42.959,2.606,Davejean (11330)
3685,Dernacueillette,11330,42.929,2.598,Dernacueillette (11330)
